#Chromosome	Start	End	Gene	Transcript
chr17	39615765	39623638	KRT32	NM_002278.3
chr17	39632962	39637403	KRT35	NM_002280.6
chr17	39642388	39646162	KRT36	NM_003771.5
chr17	39657233	39661864	KRT13	NM_153490.3
chr17	39669997	39675142	KRT15	NM_002275.4
chr17	39679869	39684560	KRT19	NM_002276.5
chr17	39722088	39728311	KRT9	NM_000226.4
chr17	39738531	39743147	KRT14	NM_000526.5
chr17	39766030	39769019	KRT16	NM_005557.4
chr17	39775694	39780827	KRT17	NM_000422.3
chr17	39845137	39848920	EIF1	NM_005801.4
chr17	39868583	39872221	GAST	NM_000805.5
chr17	39873991	39890898	HAP1	NM_177977.3
chr17	39910861	39942963	JUP	NM_002230.4
chr17	39958205	39968201	P3H4	NM_006455.3
chr17	39969256	39979465	FKBP10	NM_021939.4
chr17	39981309	39992484	NT5C3B	NM_052935.5
chr17	39991937	40004636	KLHL10	NM_152467.5
chr17	40004770	40021676	KLHL11	NM_018143.3
chr17	40023170	40075275	ACLY	NM_001096.3
chr17	40086870	40118521	ODAD4	NM_031421.5
chr17	40118813	40129758	CNP	NM_033133.5
chr17	40128453	40169457	DNAJC7	NM_003315.4
chr17	40169594	40177659	NKIRAS2	NM_017595.6
chr17	40177594	40250491	ZNF385C	NM_001378270.1
chr17	40190250	40202619	C17orf113	NM_001358661.2
chr17	40253429	40264732	DHX58	NM_024119.3
chr17	40265129	40273385	KAT2A	NM_021078.3
chr17	40274822	40275370	HSPB9	NM_033194.3
chr17	40276997	40307007	RAB5C	NM_004583.4
chr17	40308909	40333160	KCNH4	NM_012285.3
chr17	40336078	40337470	HCRT	NM_001524.1
chr17	40341105	40346512	GHDC	NM_032484.5
chr17	40351195	40428409	STAT5B	NM_012448.4
chr17	40439565	40463961	STAT5A	NM_001288718.2
chr17	40465342	40540460	STAT3	NM_139276.3
chr17	40554467	40575274	CAVIN1	NM_012232.6
chr17	40610896	40674597	ATP6V0A1	NM_001130021.3
chr17	40688259	40696467	NAGLU	NM_000263.4
chr17	40704941	40707232	HSD17B1	NM_000413.4
chr17	40714166	40718295	COASY	NM_025233.7
chr17	40719118	40725221	MLX	NM_198204.2
chr17	40724328	40729849	PSMC3IP	NM_016556.4
chr17	40731526	40761445	RETREG3	NM_178126.4
chr17	40761701	40767256	TUBG1	NM_001070.5
chr17	40811302	40819024	TUBG2	NM_016437.3
chr17	40819932	40829012	PLEKHH3	NM_024927.5
chr17	40830907	40833861	CCR10	NM_016602.3
chr17	40834549	40852011	CNTNAP1	NM_003632.3
chr17	40852293	40897058	EZH1	NM_001991.5
chr17	40913245	40915059	RAMP2	NM_005854.3
chr17	40925467	40931617	VPS25	NM_032353.4
chr17	40932628	40949084	WNK4	NM_032387.5
chr17	40949643	40950722	COA3	NM_001040431.3
chr17	40950879	40963605	CNTD1	NM_173478.3
chr17	40962150	40976300	BECN1	NM_001313998.2
chr17	40985414	40995777	PSME3	NM_005789.4
chr17	40996597	41002724	AOC2	NM_009590.4
chr17	41003216	41010141	AOC3	NM_003734.4
chr17	41052816	41066455	G6PC	NM_000151.4
chr17	41102543	41116471	AARSD1	NM_001261434.2
chr17	41120120	41132097	PTGES3L	NM_001261430.2
chr17	41132582	41147159	RUNDC1	NM_001321381.3
chr17	41150290	41154976	RPL27	NM_000988.5
chr17	41158801	41166473	IFI35	NM_001330230.2
chr17	41166624	41174402	VAT1	NM_006373.4
chr17	41177248	41184058	RND2	NM_005440.5
chr17	41196312	41277381	BRCA1	NM_007294.4
chr17	41322426	41363707	NBR1	NM_005899.5
chr17	41363894	41372061	TMEM106A	NM_145041.4
chr17	41373437	41383336	CCDC200	NM_001363254.2
chr17	41476361	41478505	ARL4D	NM_001661.4
chr17	41561343	41622167	DHX8	NM_004941.3
chr17	41605214	41623708	ETV4	NM_001079675.5
chr17	41717757	41739290	MEOX1	NM_004527.4
chr17	41831106	41836159	SOST	NM_025237.3
chr17	41843493	41856345	DUSP3	NM_004090.4
chr17	41857803	41864988	CFAP97D1	NM_001136483.3
chr17	41878179	41910514	MPP3	NM_001932.6
chr17	41924544	41941007	CD300LG	NM_145273.4
chr17	41952728	41987079	MPP2	NM_005374.5
chr17	42018172	42019844	PPY	NM_002722.5
chr17	42030101	42081813	PYY	NM_004160.6
chr17	42081990	42086436	NAGS	NM_153006.3
chr17	42088556	42100583	TMEM101	NM_032376.4
chr17	42111696	42144955	LSM12	NM_001371445.1
chr17	42148041	42153712	G6PC3	NM_138387.4
chr17	42154121	42201009	HDAC5	NM_005474.5
chr17	42219298	42239844	HROB	NM_001171251.3
chr17	42248072	42256452	ASB16	NM_080863.5
chr17	42264340	42269297	TMUB2	NM_001076674.3
chr17	42269173	42277252	ATXN7L3	NM_001382309.1
chr17	42282408	42298672	UBTF	NM_014233.4
chr17	42325758	42345503	SLC4A1	NM_000342.4
chr17	42385969	42396038	RUNDC3A	NM_001144825.2
chr17	42396996	42402191	SLC25A39	NM_001143780.3
chr17	42422670	42430474	GRN	NM_002087.4
chr17	42430583	42441221	FAM171A2	NM_198475.3
chr17	42449549	42467017	ITGA2B	NM_000419.5
chr17	42472649	42580774	GPATCH8	NM_001002909.4
chr17	42634852	42638630	FZD2	NM_001466.4
chr17	42733836	42753169	MEIOC	NM_001145080.3
chr17	42754808	42767144	CCDC43	NM_144609.3
chr17	42786033	42829632	DBF4B	NM_145663.3
chr17	42836356	42859214	ADAM11	NM_002390.6
chr17	42875816	42908202	GJC1	NM_005497.4
chr17	42923697	42927844	HIGD1B	NM_016438.4
chr17	42927316	42976813	EFTUD2	NM_004247.4
chr17	42977097	42982758	CCDC103	NM_213607.3
chr17	42980527	42992868	GFAP	NM_002055.5
chr17	42980801	42982758	FAM187A	NM_001258400.2
chr17	43002079	43025141	KIF18B	NM_001265577.2
chr17	43037061	43045671	C1QL1	NM_006688.5
chr17	43100706	43138499	DCAKD	NM_001288655.2
chr17	43138685	43186384	NMT1	NM_021079.5
chr17	43186327	43209882	PLCD3	NM_133373.5
chr17	43209986	43221543	ACBD4	NM_001135705.3
chr17	43225842	43229466	HEXIM1	NM_006460.3
chr17	43237541	43247407	HEXIM2	NM_001303441.2
chr17	43299252	43324685	FMNL1	NM_005892.4
chr17	43331760	43339461	SPATA32	NM_152343.3
chr17	43340486	43394386	MAP3K14	NM_003954.5
chr17	43471274	43510236	ARHGAP27	NM_001282290.2
chr17	43513266	43568087	PLEKHM1	NM_014798.3
chr17	43861686	43913194	CRHR1	NM_004382.5
chr17	43922247	43924433	SPPL2C	NM_175882.3
chr17	43971920	44105700	MAPT	NM_001377265.1
chr17	44076616	44077060	STH	NM_001007532.3
chr17	44107282	44302733	KANSL1	NM_015443.4
chr17	44351550	44439153	ARL17B	NM_001039083.5
chr17	44372497	44415160	LRRC37A	NM_014834.4
chr17	44586045	44657088	ARL17A	NM_001113738.2
chr17	44590076	44633014	LRRC37A2	NM_001006607.2
chr17	44668035	44834830	NSF	NM_006178.4
chr17	44839872	44896058	WNT3	NM_030753.5
chr17	44928949	44964104	WNT9B	NM_003396.3
chr17	45000526	45044366	GOSR2	NM_004287.5
chr17	45055522	45056619	RPRML	NM_203400.5
chr17	45195069	45266661	CDC27	NM_001256.6
chr17	45286394	45301045	MYL4	NM_002476.2
chr17	45331193	45391109	ITGB3	NM_000212.3
chr17	45401321	45518678	EFCAB13	NM_152347.5
chr17	45600299	45700642	NPEPPS	NM_006310.4
chr17	45727285	45762871	KPNB1	NM_002265.6
chr17	45772630	45789429	TBKBP1	NM_014726.2
chr17	45810602	45823488	TBX21	NM_013351.2
chr17	45884738	45899160	OSBPL7	NM_145798.3
chr17	45900638	45908907	MRPL10	NM_145255.4
chr17	45909036	45915085	LRRC46	NM_033413.4
chr17	45915058	45918639	SCRN2	NM_138355.4
chr17	45922274	45933063	SP6	NM_001258248.2
chr17	45973602	46006323	SP2	NM_003110.6
chr17	46018937	46026674	PNPO	NM_018129.4
chr17	46029333	46035249	PRR15L	NM_024320.4
chr17	46047894	46059147	CDK5RAP3	NM_176096.3
chr17	46103533	46115159	COPZ2	NM_016429.4
chr17	46125721	46138907	NFE2L1	NM_003204.3
chr17	46147421	46178840	CBX1	NM_001127228.2
chr17	46185128	46200963	SNX11	NM_013323.3
chr17	46210804	46507576	SKAP1	NM_003726.4
chr17	46605888	46608373	HOXB1	NM_002144.4
chr17	46620017	46622471	HOXB2	NM_002145.4
chr17	46626232	46667603	HOXB3	NM_001384749.1
chr17	46652869	46655712	HOXB4	NM_024015.5
chr17	46668619	46671141	HOXB5	NM_002147.4
chr17	46673113	46682348	HOXB6	NM_018952.5
chr17	46684594	46688379	HOXB7	NM_004502.4
chr17	46689708	46692654	HOXB8	NM_024016.4
chr17	46698518	46703720	HOXB9	NM_024017.5
chr17	46799081	46799880	PRAC1	NM_032391.3
chr17	46800547	46802120	PRAC2	NM_001282275.2
chr17	46802125	46806112	HOXB13	NM_006361.6
chr17	46839596	46894591	TTLL6	NM_001130918.3
chr17	46908397	46942607	CALCOCO2	NM_005831.5
chr17	46970149	46973233	ATP5MC1	NM_005175.3
chr17	46985769	47006418	UBE2Z	NM_023079.5
chr17	47006678	47022204	SNF8	NM_007241.4
chr17	47035916	47045958	GIP	NM_004123.3
chr17	47074747	47133507	IGF2BP1	NM_006546.4
chr17	47209822	47254202	B4GALNT2	NM_001159387.2
chr17	47283596	47287936	GNGT2	NM_001198754.2
chr17	47288069	47300587	ABI3	NM_016428.3
chr17	47300728	47308149	PHOSPHO1	NM_178500.4
chr17	47366568	47439835	ZNF652	NM_001145365.3
chr17	47481414	47492244	PHB	NM_002634.4
chr17	47572655	47592370	NGFR	NM_002507.4
chr17	47653233	47661189	NXPH3	NM_007225.4
chr17	47676246	47755525	SPOP	NM_001007228.2
chr17	47778305	47785326	SLC35B1	NM_005827.4
chr17	47787694	47841493	FAM117A	NM_030802.4
chr17	47866043	47912388	KAT7	NM_007067.5
chr17	47915671	47925379	TAC4	NM_001077506.1
chr17	48046554	48052323	DLX4	NM_138281.3
chr17	48067369	48072588	DLX3	NM_005220.3
chr17	48133474	48167845	ITGA3	NM_002204.4
chr17	48172101	48189516	PDK2	NM_002611.5
chr17	48187404	48207524	SAMD14	NM_001257359.2
chr17	48211101	48228038	PPP1R9B	NM_032595.5
chr17	48243366	48253289	SGCA	NM_000023.4
chr17	48261462	48278992	COL1A1	NM_000088.4
chr17	48348767	48358846	TMEM92	NM_153229.3
chr17	48423487	48438546	XYLT2	NM_022167.4
chr17	48445228	48450545	MRPL27	NM_016504.3
chr17	48450590	48458844	EME1	NM_152463.4
chr17	48458599	48474884	LRRC59	NM_018509.4
chr17	48503579	48552206	ACSF2	NM_025149.6
chr17	48541857	48546241	CHAD	NM_001267.3
chr17	48556221	48563335	RSAD1	NM_018346.3
chr17	48585800	48608862	MYCBPAP	NM_032133.6
chr17	48610096	48621111	EPN3	NM_017957.3
chr17	48624535	48633213	SPATA20	NM_022827.4
chr17	48638076	48704835	CACNA1G	NM_018896.5
chr17	48712242	48769614	ABCC3	NM_003786.4
chr17	48770559	48785275	ANKRD40	NM_052855.4
chr17	48796964	48833580	LUC7L3	NM_016424.5
chr17	48838391	48844879	ANKRD40CL	NM_001358683.3
chr17	48911945	48919714	WFIKKN2	NM_175575.6
chr17	48939584	48945339	TOB1	NM_005749.4
chr17	49039535	49198229	SPAG9	NM_001130528.3
chr17	49230920	49239529	NME1	NM_000269.3
chr17	49242897	49249105	NME2	NM_002512.4
chr17	49254786	49337410	MBTD1	NM_017643.3
chr17	49337907	49375294	UTP18	NM_016001.3
chr17	49707674	50237383	CA10	NM_020178.5
chr17	51900288	51902554	KIF2B	NM_032559.5
chr17	52978213	53039317	TOM1L1	NM_005486.3
chr17	53029263	53046146	COX11	NM_004375.5
chr17	53046126	53250993	STXBP4	NM_178509.6
chr17	53342321	53402548	HLF	NM_002126.5
chr17	53469983	53499196	MMD	NM_012329.3
chr17	53796988	53809442	TMEM100	NM_018286.3
chr17	53828412	53900498	PCTP	NM_021213.4
chr17	54230836	54594377	ANKFN1	NM_001370326.1
chr17	54671060	54672972	NOG	NM_005450.6
chr17	54869274	54911281	C17orf67	NM_001085430.4
chr17	54911512	54946928	DGKE	NM_003647.3
chr17	54965270	54991410	TRIM25	NM_005082.5
chr17	55015560	55038411	COIL	NM_004645.3
chr17	55055492	55084129	SCPEP1	NM_021626.3
chr17	55162607	55198705	AKAP1	NM_003488.4
chr17	55333212	55762050	MSI2	NM_138962.4
chr17	55821856	55822660	CCDC182	NM_001282544.2
chr17	55912142	55927405	MRPS23	NM_016070.4
chr17	55938604	56032773	CUEDC1	NM_001271875.2
chr17	56048913	56065615	VEZF1	NM_007146.3
chr17	56078280	56084607	SRSF1	NM_006924.5
chr17	56160780	56172903	DYNLL2	NM_080677.3
chr17	56225745	56236946	OR4D1	NM_001386095.1
chr17	56244343	56248477	OR4D2	NM_001004707.4
chr17	56270087	56282535	EPX	NM_000502.6
chr17	56282797	56296966	MKS1	NM_017777.4
chr17	56315945	56345879	LPO	NM_006151.3
chr17	56347216	56358296	MPO	NM_000250.2
chr17	56378592	56406156	TSPOAP1	NM_004758.4
chr17	56422539	56429562	SUPT4H1	NM_003168.3
chr17	56429861	56494895	RNF43	NM_017763.6
chr17	56497528	56565769	HSF5	NM_001080439.3
chr17	56566898	56595241	MTMR4	NM_001378067.1
chr17	56597617	56621689	SEPTIN4	NM_001368771.2
chr17	56634039	56769406	TEX14	NM_031272.5
chr17	56769934	56812972	RAD51C	NM_058216.3
chr17	56833215	57062540	PPM1E	NM_014906.5
chr17	57060010	57184241	TRIM37	NM_015294.6
chr17	57187218	57232547	SKA2	NM_182620.4
chr17	57233107	57284070	PRR11	NM_018304.4
chr17	57287396	57292591	SMG8	NM_018149.7
chr17	57297872	57353331	GDPD1	NM_182569.4
chr17	57409016	57479090	YPEL2	NM_001005404.4
chr17	57642971	57685706	DHX40	NM_024612.5
chr17	57697256	57774317	CLTC	NM_004859.4
chr17	57774669	57784791	PTRH2	NM_016077.5
chr17	57785015	57919616	VMP1	NM_030938.5
chr17	57936840	57970304	TUBD1	NM_016261.4
chr17	57970482	58027935	RPS6KB1	NM_003161.4
chr17	58029601	58042101	RNFT1	NM_016125.4
chr17	58118369	58156282	HEATR6	NM_022070.5
chr17	58227334	58256382	CA4	NM_000717.5
chr17	58254688	58469494	USP32	NM_032582.4
chr17	58499850	58508787	C17orf64	NM_181707.3
chr17	58520519	58603603	APPBP2	NM_006380.5
chr17	58677554	58743641	PPM1D	NM_003620.4
chr17	58755212	59470192	BCAS3	NM_017679.5
chr17	59477204	59486827	TBX2	NM_005994.4
chr17	59529783	59562471	TBX4	NM_001321120.2
chr17	59667782	59668580	NACA2	NM_199290.4
chr17	59756500	59940889	BRIP1	NM_032043.3
chr17	59942728	60005343	INTS2	NM_001351695.2
chr17	60019966	60142639	MED13	NM_005121.3
chr17	60447579	60493841	EFCAB3	NM_173503.4
chr17	60501258	60530746	METTL2A	NM_181725.4
chr17	60555172	60692842	TLK2	NM_006852.6
chr17	60705031	60770958	MRC2	NM_006039.5
chr17	60778675	60885675	MARCHF10	NM_152598.4
chr17	61043596	61505064	TANC2	NM_025185.4
chr17	61509665	61524000	CYB561	NM_001915.4
chr17	61554422	61575734	ACE	NM_000789.4
chr17	61600719	61626353	KCNH6	NM_001278919.2
chr17	61627838	61671628	DCAF7	NM_005828.5
chr17	61678254	61685725	TACO1	NM_016360.4
chr17	61699777	61773665	MAP3K3	NM_002401.5
chr17	61773248	61777485	LIMD2	NM_030576.4
chr17	61780192	61819346	STRADA	NM_001003787.4
chr17	61822615	61850957	CCDC47	NM_020198.3
chr17	61851530	61896677	DDX42	NM_203499.3
chr17	61896793	61905023	FTSJ3	NM_017647.4
chr17	61904791	61909379	PSMC5	NM_002805.6
chr17	61909441	61920045	SMARCD2	NM_001098426.2
chr17	61949372	61951089	CSH2	NM_020991.4
chr17	61957575	61959304	GH2	NM_002059.5
chr17	61972278	61973934	CSH1	NM_001317.6
chr17	61986968	61988618	CSHL1	NM_022579.3
chr17	61994563	61996199	GH1	NM_000515.5
chr17	62006100	62009691	CD79B	NM_000626.4
chr17	62015914	62050278	SCN4A	NM_000334.4
chr17	62075711	62081665	PRR29	NM_001164257.2
chr17	62079955	62097993	ICAM2	NM_001099789.2
chr17	62116502	62207504	ERN1	NM_001433.5
chr17	62224587	62340620	TEX2	NM_001288732.2
chr17	62396775	62404854	PECAM1	NM_000442.5
chr17	62461568	62470123	MILR1	NM_001085423.2
chr17	62473902	62493172	POLG2	NM_007215.4
chr17	62494372	62502984	DDX5	NM_004396.5
chr17	62503095	62534064	CEP95	NM_138363.3
chr17	62538400	62658425	SMURF2	NM_022739.4
chr17	62850248	62915596	LRRC37A3	NM_199340.5
chr17	63005407	63052858	GNA13	NM_006572.6
chr17	63133488	63223821	RGS9	NM_003835.4
chr17	63524681	63557766	AXIN2	NM_004655.4
chr17	63631655	64188251	CEP112	NM_001199165.4
chr17	64208151	64225533	APOH	NM_000042.3
chr17	64298731	64806861	PRKCA	NM_002737.3
chr17	64831235	64890868	CACNG5	NM_145811.3
chr17	64960823	65029514	CACNG4	NM_014405.4
chr17	65040670	65052913	CACNG1	NM_000727.4
chr17	65066560	65241312	HELZ	NM_014877.4
chr17	65334032	65362693	PSMD12	NM_002816.5
chr17	65373397	65693372	PITPNC1	NM_012417.4
chr17	65714052	65740647	NOL11	NM_015462.5
chr17	65821619	65980494	BPTF	NM_182641.4
chr17	65987215	65992585	C17orf58	NM_001382359.1
chr17	66031851	66042970	KPNA2	NM_002266.4
chr17	66202270	66253305	AMZ2	NM_016627.5
chr17	66255311	66448160	ARSG	NM_001267727.2
chr17	66263167	66287268	SLC16A6	NM_004694.5
chr17	66409764	66547457	PRKAR1A	NM_002734.5
chr17	66417422	66453637	WIPI1	NM_017983.7
chr17	66531257	66597508	FAM20A	NM_017565.4
chr17	66863430	66951533	ABCA8	NM_001288985.2
chr17	66970629	67057068	ABCA9	NM_080283.4
chr17	67074843	67138036	ABCA6	NM_080284.3
chr17	67144148	67240989	ABCA10	NM_001377321.1
chr17	67240452	67323274	ABCA5	NM_172232.4
chr17	67410838	67550006	MAP2K6	NM_002758.4
chr17	68071366	68131749	KCNJ16	NM_170741.4
chr17	68165673	68176185	KCNJ2	NM_000891.3
chr17	70117161	70122557	SOX9	NM_000346.4
chr17	70642088	71088827	SLC39A11	NM_139177.4
chr17	71161149	71172772	SSTR2	NM_001050.3
chr17	71189194	71204646	COG1	NM_018714.3
chr17	71203492	71228533	FAM104A	NM_032837.2
chr17	71228572	71245098	C17orf80	NM_001351264.2
chr17	71244588	71258019	CPSF4L	NM_001129885.1
chr17	71279763	71308140	CDC42EP4	NM_012121.5
chr17	71330523	71640584	SDK2	NM_001144952.2
chr17	72199817	72206794	RPL38	NM_000999.4
chr17	72209710	72258159	TTYH2	NM_032646.6
chr17	72270373	72311023	DNAI2	NM_023036.6
chr17	72322365	72351959	KIF19	NM_153209.4
chr17	72352555	72358007	BTBD17	NM_001080466.2
chr17	72363645	72368739	GPR142	NM_001331076.1
chr17	72428227	72447797	GPRC5C	NM_022036.4
chr17	72462512	72480937	CD300A	NM_007261.4
chr17	72517313	72527614	CD300LB	NM_174892.4
chr17	72537212	72542254	CD300C	NM_006678.5
chr17	72556840	72563648	CD300H	NM_001324073.2
chr17	72575504	72588422	CD300LD	NM_001115152.2
chr17	72580818	72590348	C17orf77	NM_001302809.1
chr17	72606024	72619877	CD300E	NM_181449.3
chr17	72667270	72743474	RAB37	NM_001006638.3
chr17	72690456	72709062	CD300LF	NM_139018.5
chr17	72744767	72765492	SLC9A3R1	NM_004252.5
chr17	72766668	72772484	NAT9	NM_015654.5
chr17	72772638	72835892	TMEM104	NM_017728.4
chr17	72838162	72856966	GRIN2C	NM_000835.6
chr17	72858619	72869119	FDXR	NM_024417.5
chr17	72873431	72889731	FADS6	NM_178128.6
chr17	72912175	72919350	USH1G	NM_173477.5
chr17	72920368	72930007	OTOP2	NM_178160.3
chr17	72931897	72946087	OTOP3	NM_001272005.2
chr17	72946837	72968854	HID1	NM_030630.3
chr17	72983727	73001895	CDR2L	NM_014603.3
chr17	73008765	73017356	MRPL58	NM_001545.3
chr17	73028666	73061981	KCTD2	NM_015353.3
chr17	73034958	73043064	ATP5PD	NM_006356.3
chr17	73083860	73102257	SLC16A5	NM_004695.4
chr17	73106064	73126367	ARMC7	NM_024585.4
chr17	73126323	73127837	NT5C	NM_014595.3
chr17	73131338	73150607	JPT1	NM_016185.4
chr17	73161681	73179054	SUMO2	NM_006937.4
chr17	73201774	73231853	NUP85	NM_024844.5
chr17	73232694	73258444	GGA3	NM_138619.4
chr17	73257960	73262457	MRPS7	NM_015971.4
chr17	73262309	73267373	MIF4GD	NM_001370592.1
chr17	73269073	73285514	SLC25A19	NM_001126121.2
chr17	73314157	73401759	GRB2	NM_002086.5
chr17	73452716	73496533	TMEM94	NM_014738.6
chr17	73496342	73511618	CASKIN2	NM_020753.5
chr17	73512609	73520816	TSEN54	NM_207346.3
chr17	73521778	73571290	LLGL2	NM_001031803.2
chr17	73584139	73622929	MYO15B	NM_001309242.1
chr17	73622934	73663234	RECQL5	NM_004259.7
chr17	73629514	73637486	SMIM5	NM_001162995.3
chr17	73642331	73644054	SMIM6	NM_001162997.2
chr17	73663418	73704139	SAP30BP	NM_013260.8
chr17	73717539	73753899	ITGB4	NM_000213.5
chr17	73747550	73761273	GALK1	NM_000154.2
chr17	73772515	73775860	H3-3B	NM_005324.5
chr17	73780887	73821880	UNK	NM_001080419.3
chr17	73823306	73840485	UNC13D	NM_199242.3
chr17	73841780	73852517	WBP2	NM_012478.4
chr17	73870245	73874662	TRIM47	NM_033452.3
chr17	73885044	73893032	TRIM65	NM_173547.4
chr17	73894725	73900965	MRPL38	NM_032478.4
chr17	73905655	73934313	FBF1	NM_001319193.1
chr17	73937588	73975247	ACOX1	NM_004035.7
chr17	73975321	73996667	TEN1	NM_001113324.3
chr17	73996987	74002079	CDK3	NM_001258.3
chr17	74002926	74023387	EVPL	NM_001988.4
chr17	74034866	74068598	SRP68	NM_014230.4
chr17	74070862	74073618	GALR2	NM_003857.4
chr17	74075263	74078887	ZACN	NM_180990.4
chr17	74077097	74099868	EXOC7	NM_001013839.4
chr17	74132414	74137326	FOXJ1	NM_001454.4
chr17	74138555	74236574	RNF157	NM_052916.3
chr17	74261429	74267379	UBALD2	NM_182565.4
chr17	74270130	74303761	QRICH2	NM_032134.2
chr17	74305559	74350279	PRPSAP1	NM_002766.3
chr17	74379285	74383936	SPHK1	NM_001142601.2
chr17	74385537	74449234	UBE2O	NM_022066.4
chr17	74449433	74466199	AANAT	NM_001088.3
chr17	74466975	74497509	RHBDF2	NM_001005498.4
chr17	74523438	74533791	CYGB	NM_134268.5
chr17	74523668	74541458	PRCD	NM_001077620.3
chr17	74561459	74581942	ST6GALNAC2	NM_006456.3
chr17	74620845	74639839	ST6GALNAC1	NM_018414.5
chr17	74668633	74707047	MXRA7	NM_198530.4
chr17	74708918	74722688	JMJD6	NM_015167.3
chr17	74722123	74729963	METTL23	NM_001080510.5
chr17	74730197	74733493	SRSF2	NM_001195427.2
chr17	74732716	74775423	MFSD11	NM_001242532.5
chr17	74864486	74946475	MGAT5B	NM_001199172.2
chr17	75084767	75213183	SEC14L1	NM_001143998.2
chr17	75277581	75496678	SEPTIN9	NM_001113491.2
chr17	76000318	76104916	TNRC6C	NM_001142640.1
chr17	76103478	76128508	TMC6	NM_001127198.5
chr17	76126852	76139049	TMC8	NM_152468.5
chr17	76142466	76162378	C17orf99	NM_001163075.2
chr17	76164626	76169045	SYNGR2	NM_004710.7
chr17	76170160	76183285	TK1	NM_003258.5
chr17	76183398	76203782	AFMID	NM_001010982.4
chr17	76210334	76221716	BIRC5	NM_001168.3
chr17	76227374	76237068	TMEM235	NM_001204210.2
chr17	76352859	76357006	SOCS3	NM_003955.5
chr17	76374730	76420740	PGS1	NM_024419.5
chr17	76419778	76573478	DNAH17	NM_173628.4
chr17	76670129	76778355	CYTH1	NM_004762.4
chr17	76783463	76837521	USP36	NM_001385174.1
chr17	76849059	76921469	TIMP2	NM_003255.5
chr17	76886661	76899283	CEP295NL	NM_001243540.2
chr17	76967337	76976005	LGALS3BP	NM_005567.4
chr17	76987798	77005846	CANT1	NM_001159773.2
chr17	77019016	77045870	C1QTNF1	NM_030968.5
chr17	77070906	77084681	ENGASE	NM_001042573.3
chr17	77085427	77632826	RBFOX3	NM_001350451.2
chr17	77704705	77716018	ENPP7	NM_178543.5
chr17	77751947	77761782	CBX2	NM_005189.3
chr17	77765931	77770876	CBX8	NM_020649.3
chr17	77806955	77813239	CBX4	NM_003655.3
chr17	77906142	78009671	TBC1D16	NM_019020.4
chr17	78010441	78074412	CCDC40	NM_017950.4
chr17	78075380	78093680	GAA	NM_000152.5
chr17	78108168	78120927	EIF4A3	NM_014740.4
chr17	78143829	78183130	CARD14	NM_001366385.1
chr17	78183075	78194132	SGSH	NM_000199.5
chr17	78194226	78227299	SLC26A11	NM_001166347.2
chr17	78234651	78372594	RNF213	NM_001256071.3
chr17	78388967	78411886	ENDOV	NM_173627.5
chr17	78440634	78450407	NPTX1	NM_002522.4
chr17	78518638	78940168	RPTOR	NM_020761.3
chr17	78965641	78973933	CHMP6	NM_024591.5
chr17	79008951	79091234	BAIAP2	NM_006340.3
chr17	79091095	79140021	AATK	NM_001080395.3
chr17	79139307	79156966	PVALEF	NM_001354639.2
chr17	79163396	79196765	CEP131	NM_014984.4
chr17	79202077	79212855	TEPSIN	NM_001363764.2
chr17	79213111	79215110	NDUFAF8	NM_001086521.2
chr17	79218611	79269107	SLC38A10	NM_001037984.3
chr17	79369257	79433357	BAHCC1	NM_001377448.1
chr17	79476997	79479825	ACTG1	NM_001614.5
chr17	79495403	79504156	FSCN2	NM_012418.4
chr17	79506917	79519379	FAAP100	NM_025161.6
chr17	79523911	79604138	NPLOC4	NM_017921.4
chr17	79604222	79615785	TSPAN10	NM_001290212.2
chr17	79617489	79630157	PDE6G	NM_002602.4
chr17	79632066	79633635	OXLD1	NM_001039842.3
chr17	79633767	79640929	CCDC137	NM_199287.3
chr17	79648195	79650827	ARL16	NM_001040025.3
chr17	79651041	79669151	HGS	NM_004712.5
chr17	79670397	79674547	MRPL12	NM_002949.4
chr17	79679314	79688042	SLC25A10	NM_012140.5
chr17	79762026	79771884	GCGR	NM_000160.5
chr17	79780237	79791167	MCRIP1	NM_207368.5
chr17	79791368	79792926	PPP1R27	NM_001007533.4
chr17	79801042	79818411	P4HB	NM_000918.4
chr17	79825597	79829213	ARHGDIA	NM_004309.6
chr17	79845711	79849463	ALYREF	NM_005782.4
chr17	79848666	79858409	ANAPC11	NM_001002248.3
chr17	79858834	79869275	PCYT2	NM_002861.5
chr17	79860114	79860781	NPB	NM_148896.5
chr17	79869815	79876052	SIRT7	NM_016538.3
chr17	79876146	79885611	MAFG	NM_002359.4
chr17	79890267	79895176	PYCR1	NM_006907.4
chr17	79897521	79905109	MYADML2	NM_001145113.3
chr17	79910383	79919063	NOTUM	NM_178493.6
chr17	79935505	79975282	ASPSCR1	NM_024083.4
chr17	79976579	79980754	CENPX	NM_001271006.2
chr17	79981181	79989027	LRRC45	NM_144999.4
chr17	79989554	79992080	RAC3	NM_005052.3
chr17	79993734	79995573	DCXR	NM_016286.4
chr17	80005778	80009687	RFNG	NM_002917.2
chr17	80009774	80015940	GPS1	NM_001321089.2
chr17	80015382	80023680	DUS1L	NM_022156.5
chr17	80036214	80056112	FASN	NM_004104.5
chr17	80059346	80170718	CCDC57	NM_198082.4
chr17	80186311	80197962	SLC16A3	NM_004207.4
chr17	80196895	80231626	CSNK1D	NM_139062.4
